order_id,review_score,review_comment_message,delivery_delay_days,sentiment_result,sentiment,theme
33977ddc245e1fadaf16878d170e910d,1.0,bom ,-5.0,"[{'label': '5 stars', 'score': 0.4902048408985138}]",Positive,other
b150b9b90a70a0313138f20db412321f,1.0,Foi solucionado o cancelamento do produto e o mesmo me foi entregue. Já tentei entrar em contato para recebimento do código de envio. Mais não obtive resposta.,-13.0,"[{'label': '1 star', 'score': 0.7375792264938354}]",Negative,customer service
2f06cd9224ecc5ab33144e9252275263,5.0,Compro sempre e estou satisfeita com vc obrigada,-15.0,"[{'label': '5 stars', 'score': 0.49088969826698303}]",Positive,other
8f627f546b2cb0ddbb0d8627461b846f,2.0,DEmora na entrega,-3.0,"[{'label': '3 stars', 'score': 0.32670775055885315}]",Neutral,late delivery
fcc16b06bc5d641f05d936cc17e6be7f,5.0,"Entrega antes do prazo...nota mil
",-10.0,"[{'label': '1 star', 'score': 0.4270625114440918}]",Negative,other
1ed0026cd10a75c686a9caab448154d3,5.0,Além de entregar rápido...estava sem um arranhão e o entregador veio de moto...muito educado. Recomendo a loja e comprarei mais desta loja.,-22.0,"[{'label': '5 stars', 'score': 0.7470578551292419}]",Positive,good experience
6455e8459efbeeda59bb360229b889ea,5.0,Recomendo,-15.0,"[{'label': '5 stars', 'score': 0.5113050937652588}]",Positive,good experience
c50900d38156ee6a498f19812b8152d0,5.0,"ADORO ESSE SITE, ÓTIMO MEIO DE FAZER COMPRAS!!!",-9.0,"[{'label': '5 stars', 'score': 0.7880022525787354}]",Positive,good experience
4845232ae57f7a4425c4a12adfa8cd06,1.0,estou esperando o produto que não chegou,-8.0,"[{'label': '1 star', 'score': 0.6320533752441406}]",Negative,late delivery
8bdf6ec627a3a9618dd67dbd9203c546,5.0,Entrega rápida ,-6.0,"[{'label': '5 stars', 'score': 0.4648103415966034}]",Positive,other
141d3bf5aa7128f40bf2a60cef620b93,1.0,"o produto é incompativel com a impresso deskjet 2050, apesar da numeração do cartucho estar correto, é produto de origem duvidosa.",-13.0,"[{'label': '1 star', 'score': 0.697368860244751}]",Negative,other
1c4f7f07e974a6d951ac86cd8d4d450c,4.0,*******************,-6.0,"[{'label': '1 star', 'score': 0.29391908645629883}]",Negative,other
f5d4eecb3411ba9859d303ffc7626277,1.0,Não recebi. Ansioso para receber.,7.0,"[{'label': '1 star', 'score': 0.60512775182724}]",Negative,other
f27a56f2112f2928b4fe1e1d6d406131,5.0,veio bem antes do prazo previsto.ótimo atendimento. recomendo,-16.0,"[{'label': '4 stars', 'score': 0.5213749408721924}]",Positive,good experience
802c6194741628ea426c4d7a4e55707a,5.0,"Excelente produto! Só que comprei king e mandaram Queem. Vou ter que devolver, uma pena. Queria pra logo !",-8.0,"[{'label': '5 stars', 'score': 0.7139232158660889}]",Positive,good experience
446783bed4af912fc010915b3ead3b91,2.0,"
Os pneus que eu comprei só veio dois dos quatro que eu comprei ",-15.0,"[{'label': '3 stars', 'score': 0.2988082766532898}]",Neutral,other
526404bb2c3943e843e39ff556ce5f71,4.0,"Eu não sabia que existia tapete para yoga com 10mm, é muito bom, só tem um detalhe de um lado veio com uma mancha preta de sujeira.",-19.0,"[{'label': '4 stars', 'score': 0.49072521924972534}]",Positive,other
dcd32eca6ea6334727d9f7b7ffe58a65,4.0,Bom,-7.0,"[{'label': '5 stars', 'score': 0.4902048408985138}]",Positive,other
3aee81e01f24405a40616bee07415a45,5.0,Ok,-11.0,"[{'label': '3 stars', 'score': 0.49511390924453735}]",Neutral,other
7195ea0d4c4e0e38d3d73002b6d9afd2,5.0,"Excelente, gostei.",-17.0,"[{'label': '5 stars', 'score': 0.7919084429740906}]",Positive,good experience
fa2501ee454804c1168d1687287f880b,5.0,Gostei muitoa película protege e não prejudica nada na sensibilidade do touch,-6.0,"[{'label': '5 stars', 'score': 0.606456995010376}]",Positive,good experience
df258d3d30d51b9991fe71bb0e4f126c,5.0,Chegou bem antes do prazo e o produto é ótimo,-14.0,"[{'label': '3 stars', 'score': 0.36440274119377136}]",Neutral,good experience
de8ff53ccb831c621c49cdfb8953fd9a,2.0,Eu so recebi um relógio o do mickei...Pensei q chegariam juntos mais até o momento nada.Por gentileza possível verificar.,-12.0,"[{'label': '1 star', 'score': 0.38667476177215576}]",Negative,other
c069094e56b975a886bc7c6817fe0887,5.0,Muito rápido,-7.0,"[{'label': '2 stars', 'score': 0.27743902802467346}]",Negative,other
de8f4a82099fe4fa6bcb8952ca51420f,5.0,amei super recomendo chega muito rapido e em ótimo estado amei ,-58.0,"[{'label': '5 stars', 'score': 0.805871844291687}]",Positive,good experience
a80aedf3acd66b4cd4f63901251af78f,4.0," adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito",-6.0,"[{'label': '5 stars', 'score': 0.6418579816818237}]",Positive,good experience
851e5fe2dfd9579bb3bcb65dfa4d2b3a,2.0,Veio com barrado de fralda. Pode melhorar,-18.0,"[{'label': '3 stars', 'score': 0.39207643270492554}]",Neutral,other
0b84583d6c4780ec023cc037e77410d2,5.0,"Foi entregue dentro do prazo, e corretamente.",-12.0,"[{'label': '4 stars', 'score': 0.3424772620201111}]",Positive,other
d36ad3f4b22bb20d764f83cfe6ab045d,5.0,ótimo vendedor.,2.0,"[{'label': '5 stars', 'score': 0.637538731098175}]",Positive,good experience
7bdfa70c4049e7319a3182997e27cb95,3.0,Comecei a usar agora ,-25.0,"[{'label': '5 stars', 'score': 0.4552687108516693}]",Positive,other
9c8e60a3e496cdf773216fa56215dd47,1.0,"Não recebi o que comprei, mandaram outro produto e não consigo contato para trocar pelo correto ou cancelar a compra.",-13.0,"[{'label': '1 star', 'score': 0.8105347156524658}]",Negative,customer service
dff2aa79a32615789218574e63fe8829,5.0,"Já uso esse produto há um bom tempo, sempre faço pesquisa de preços e acabo comprando na lannister, e entrega é super rápida.",-20.0,"[{'label': '5 stars', 'score': 0.6989241242408752}]",Positive,other
c5c8bc5afd5caf252e62d89148e0d342,5.0,"Recomendo a todos, produto muito bom, é entrega rápida!",-15.0,"[{'label': '5 stars', 'score': 0.7406180500984192}]",Positive,good experience
961f2f24951560987b91c89816b10cae,1.0,"O produto chegou mais ou menos em dois meses. Gostei do produto, mas estava precisando logo e demorou demais.
Não recomendo porque demora muito pra chegar. A loja precisa ter mais responsabilidade.",-1.0,"[{'label': '2 stars', 'score': 0.4599311053752899}]",Negative,late delivery
d63eeedfef9b1272e7e202eb17623912,5.0,Amei a qualidade,-18.0,"[{'label': '5 stars', 'score': 0.4645659625530243}]",Positive,product quality
4f9b6a9b3216925859301fc767b0fece,3.0,"O produto é muito bom! As cores e a combinação de luzes são muito interessantes! Porém o produto foi entregue com 5 dias de atraso, e a embalagem estava aberta e toda amassada.",5.0,"[{'label': '3 stars', 'score': 0.38836562633514404}]",Neutral,packaging damage
665739753f7fecfe16152f5be05500df,5.0,Gostei tanto que comprei 2 na mesma semana. ,-7.0,"[{'label': '5 stars', 'score': 0.6700339317321777}]",Positive,good experience
2e85393d4ab82c2f5b44528d8a551606,5.0,"Gostei muito da rapidez da entrega do produto, do atendimento eu indicaria sim.",-13.0,"[{'label': '4 stars', 'score': 0.37247180938720703}]",Positive,customer service
d9ba89fb1ef0cec7d158b8a2679186f7,4.0,o produto veio certo dentro do prazo de entrega,-9.0,"[{'label': '3 stars', 'score': 0.36731216311454773}]",Neutral,other
d6ad33876be24f1d737a097da6dbc920,5.0,Muito bom,-11.0,"[{'label': '5 stars', 'score': 0.6459388136863708}]",Positive,other
fa69e8d77e6f9d310a77c7dd43261ce7,2.0,Muito tempo para entrega. Embalagem horrível. O produto chegou sujo.,-9.0,"[{'label': '1 star', 'score': 0.6179505586624146}]",Negative,packaging damage
482538374ee64ae910d1c2e2d7d58f28,4.0,"Os produtos vendidos e entregues diretamente pelo baratheon são sempre entregues antes do prazo estimado.
Este pedido está sendo uma exceção.",11.0,"[{'label': '1 star', 'score': 0.5506123900413513}]",Negative,other
5f9d46795c3126674e52becb3a1a517f,1.0,"Por enquanto chegou só um produto, e de cor errada, pedi verde e veio rosa, mas como eu vou mudar precisei usar dessa cor mesmo, enquanto o outro está escrito que foi entregue e não chegou.",-11.0,"[{'label': '1 star', 'score': 0.52054363489151}]",Negative,late delivery
a198fadedc070d85fe672afa298f1a84,3.0,Ótimo ,-13.0,"[{'label': '2 stars', 'score': 0.2997432351112366}]",Negative,good experience
1c80798b60e75536e4c008facd7e9263,5.0,"Recebi o que esperava e antes do prazo.
Parabéns a toda equipe da lannister!",-22.0,"[{'label': '5 stars', 'score': 0.6652346253395081}]",Positive,other
a61d8c257ea0d176a22ac408689385f1,4.0,"recebi no prazo, produto muito bom.",-21.0,"[{'label': '5 stars', 'score': 0.5239172577857971}]",Positive,other
f4b2e1f6d7efad219764d0da00936947,4.0,Conforme solicitado.,-4.0,"[{'label': '5 stars', 'score': 0.4472522735595703}]",Positive,other
d8159fecf6cf88c5f33174f70c304037,5.0,Entrega muito rápida e o produto veio muito bem embalado.,-21.0,"[{'label': '5 stars', 'score': 0.6982423067092896}]",Positive,other
8216863fd456be73595ea9fa23901d1a,5.0,Muito bom o produto chegou no prazo e serviu direitinho.,-6.0,"[{'label': '5 stars', 'score': 0.6427117586135864}]",Positive,other
11c282981ca238ce75b48aa5a75bdeea,4.0,"Para o que preciso , este produto atende minhas necessidades, preço bom .",0.0,"[{'label': '4 stars', 'score': 0.5534099340438843}]",Positive,other
f14cabd169ba0d0ecb7433e55c72aca2,3.0,Chegou no prazo dado pela transportadora ,-13.0,"[{'label': '1 star', 'score': 0.36660048365592957}]",Negative,other
4abd25ff34f0b324cadc39a6529b05c8,2.0,"Comprei dois produtos e só recebi um, já enviei dois emails ao vendedor mas ainda não obtive resposta.",-12.0,"[{'label': '1 star', 'score': 0.7146000266075134}]",Negative,customer service
3ef5b9f1e389f2dcd9e2694ab91620e7,5.0,Ótimo produto. Recomendo ,-19.0,"[{'label': '5 stars', 'score': 0.5879043936729431}]",Positive,good experience
bee2c5fd72a426e80d331d4c5d756923,5.0,Produtos de qualidade e chegou antes do prazo. ,-8.0,"[{'label': '5 stars', 'score': 0.6824696063995361}]",Positive,product quality
fa28dc999d03478eafedaac9ea359d4e,4.0,"Produto bom , recomendo ,pelo preço vale a pena!",-14.0,"[{'label': '4 stars', 'score': 0.5177912712097168}]",Positive,good experience
caca64f71d73695719939294fa88c791,3.0,"Produto de boa qualidade e atendeu minhas expectativas. Minha insatisfação esta relacionada a questão do cabo, que no anunciado diz 3 metros e recebi 1 metro. Terei assumir um custo adicional.",-1.0,"[{'label': '4 stars', 'score': 0.513298511505127}]",Positive,product quality
bd841dd9066badb2ee3dcf7dd6516523,5.0,"Excelente loja, chegou em incríveis 3 dias após a efetuação da compra.
Loja Recomendada a todos !!",-18.0,"[{'label': '5 stars', 'score': 0.8846482634544373}]",Positive,good experience
03fab3cde6e6bb6b6715075147044dca,4.0,"Boa noite,, compro nas lojas lannister a 8 anos e recomendo, pois tudo chega dentro do prazo, e com a mesma qualidade que é apresentado no site, muito obrigado por fazer parte da minha família.",-27.0,"[{'label': '5 stars', 'score': 0.4770143926143646}]",Positive,product quality
4cff7f0b5c2c6d7be3f10d0d202cbc2f,5.0,Recebi na data certa. Tudo ok!,-19.0,"[{'label': '4 stars', 'score': 0.3635478913784027}]",Positive,other
570b4fa8d33a773b9d32bd9a5c9eb077,1.0,Não recebi a mercadoria toda por tanto não posso avaliar nem indicar,-9.0,"[{'label': '1 star', 'score': 0.689117431640625}]",Negative,other
5561adcb0fd46da4cad3048fa4e7fc00,5.0,Entrega muito rapida ,-14.0,"[{'label': '5 stars', 'score': 0.5075564980506897}]",Positive,other
f93c4c6491ecf4b1f3980d36ed6dd943,3.0,Não havia identificado que o produto não era elétrico. Pretendo trocar. Eu preciso de orientações para troca. Mas aceito o vale compras para substituir pelo que de fato preciso.,0.0,"[{'label': '1 star', 'score': 0.43582451343536377}]",Negative,other
3d0ee541428b71a2e6a7039416cfa675,5.0,boa loja,-25.0,"[{'label': '4 stars', 'score': 0.46564197540283203}]",Positive,other
1fed2f02e296e7767a2eea3dc76f69bb,5.0,Produto bom pelo preço ofertado.,-10.0,"[{'label': '4 stars', 'score': 0.510345995426178}]",Positive,other
019aaee09698daf81dcffe9d94a18b5c,2.0,"tudo correu bem com a loja e com a entrega mas o produto não funcionou, vou devolver",-11.0,"[{'label': '1 star', 'score': 0.7338680028915405}]",Negative,other
4b1104831c2d0c40dc17dc5c9d5cfb35,5.0,"Recebido no prazo, parabéns pelo atendimento.",-15.0,"[{'label': '3 stars', 'score': 0.36396145820617676}]",Neutral,customer service
be35daa57103f24cb540c6e7f3ca252c,4.0," Meus sapatos ficaram uma maravilha. Tudo organizado. Só não cabe sapatos grandes.
",-3.0,"[{'label': '5 stars', 'score': 0.8694186210632324}]",Positive,other
d54e949458cd42507227cf623fac5f3b,1.0,"sobre a loja tudo ok
sobre o produto,não comprem aparelho muito ruim em relação aos seus aplicativos,nao tem no watsapp recebimento de videos e nem faz chamadas ",-28.0,"[{'label': '3 stars', 'score': 0.32688310742378235}]",Neutral,product quality
98a82341c3a895d022fd7ba18f16e7a2,4.0,Bom atendimento,-13.0,"[{'label': '4 stars', 'score': 0.5214342474937439}]",Positive,customer service
e2e33b37d96ba30f106c15dd7f77c8bb,4.0,"Entregue dentro do prazo. Recomendo
",-5.0,"[{'label': '4 stars', 'score': 0.45734313130378723}]",Positive,good experience
1f08dc147747506f2e887f9df6cf2edf,5.0,Muito bom não tive nem um problemão até hoje nem a minha esposa.. ,-27.0,"[{'label': '5 stars', 'score': 0.6646072864532471}]",Positive,other
84f788243b8e0583367e3a10ceee9457,5.0,Produto chegou no prazo e em perfeitas condições....,-21.0,"[{'label': '5 stars', 'score': 0.6375188827514648}]",Positive,other
e8051e65754422caf457412193df751d,5.0,"Produto chegou em perfeito estado,e chegou antes do prazo,fiquei satisfeita.",5.0,"[{'label': '5 stars', 'score': 0.5681600570678711}]",Positive,good experience
4550b64fee9966c0a5d7b0b9f7606f10,5.0,Bom,-10.0,"[{'label': '5 stars', 'score': 0.4902048408985138}]",Positive,other
22ae6afbbbc19d8dd88d82e7001f8fcf,5.0,Perfeito,-9.0,"[{'label': '5 stars', 'score': 0.8009147644042969}]",Positive,good experience
11b7adfd63537ace6ab5ede1feb62610,5.0,Parabéns pela eficiência.,-14.0,"[{'label': '5 stars', 'score': 0.46248865127563477}]",Positive,other
f418966cc0628d3b0e54c9c61ebd32f8,5.0,"Produto chegou dentro do prazo, bem embalado. Recomento.",-19.0,"[{'label': '5 stars', 'score': 0.49640095233917236}]",Positive,other
8b2a0ec9c603b19e5b32deaea59ec02c,1.0,"Produto entregue faltando peça. Já entrei em contato, foram dois e-mails através dos e-mails as lannister. Estou aguardando uma solução. Até agora nada. ",-14.0,"[{'label': '1 star', 'score': 0.60432368516922}]",Negative,customer service
499e36ddc9a7c36dd44e2dcd43a76620,5.0,"Almofada simples, bonita e bastante funcional. Gostei!",-1.0,"[{'label': '5 stars', 'score': 0.5783398747444153}]",Positive,good experience
50182b772092990f9c237c00c8c24996,5.0,Tudo como combinado.,-5.0,"[{'label': '5 stars', 'score': 0.5677378177642822}]",Positive,other
49cafbbff42233d698ba0e203810e394,1.0,Paguei por 2 produtos e só recebi 1. A película não veio!!! ,-16.0,"[{'label': '1 star', 'score': 0.9235278964042664}]",Negative,other
f7059c86772ca15e9640e43be7c31fb1,3.0,"Fiz o pedido de 2 pulseiras, porém só uma delas chegou. A de pedra vulcânica a outra pulseira não chegou.
Gostaria de saber se enviaram em pacotes diferentes?",-22.0,"[{'label': '1 star', 'score': 0.5563915371894836}]",Negative,late delivery
0af0621c001cb61ae1559c8f6417e1c6,5.0,"Gosto muito de fazer compras pela stark. Ainda não tive problemas e espero não ter. 
Estou muito satisfeita!
",-8.0,"[{'label': '5 stars', 'score': 0.7239388227462769}]",Positive,other
4fcd9b66261e3288dcf98c7d6f6d07da,3.0,"NÃO GOSTEI DA DEMORA
",-11.0,"[{'label': '1 star', 'score': 0.5131375789642334}]",Negative,late delivery
885ab07cf96454b41862d8b17e76a901,4.0,O produto chegou em ótimas condições.,-15.0,"[{'label': '2 stars', 'score': 0.29466769099235535}]",Negative,other
1e5ce0718c723a6d1a6b486ab15ac17e,4.0,boa,-2.0,"[{'label': '4 stars', 'score': 0.4065047800540924}]",Positive,other
f07e5e978651bb48927a71ab7f56f2c8,5.0,Recebido conforme esperado.,-11.0,"[{'label': '4 stars', 'score': 0.4775090515613556}]",Positive,other
24c7fef753636c54b5290c9047a82432,5.0,Recomendo entrega antes do previsto,-15.0,"[{'label': '5 stars', 'score': 0.4325949549674988}]",Positive,good experience
fc124eec9edbb799119308d21bfaea54,5.0,"Oi produto e muito bom, porém não vem informando onde comprar o refil de cola , no restante é perfeito. ",-21.0,"[{'label': '4 stars', 'score': 0.5406261682510376}]",Positive,good experience
8136bf2406388feb89749d0801840cbc,2.0,"Foi entregue na data,só acho que a taxa de entrega poderia ser mais em conta.
",-8.0,"[{'label': '3 stars', 'score': 0.5369788408279419}]",Neutral,other
62b70e70c218b9d5a4d9b7ee14c286f3,5.0,Produto corresponde ao pedido. Ótima qualidade.,10.0,"[{'label': '5 stars', 'score': 0.5445833206176758}]",Positive,product quality
9a0b2a68507680a6e151319e4b6e68f7,5.0,Excelente produto é entregue antes do prazo,-29.0,"[{'label': '5 stars', 'score': 0.7456735372543335}]",Positive,good experience
8d5af908ce8ffa721a9f665abb660200,3.0,Recebi o produto em menos tempo que o esperado mas não atendeu 100% das minhas demandas. A alça veio estragada e o tubo é difícil de lacrar de verdade ,-25.0,"[{'label': '2 stars', 'score': 0.5343666672706604}]",Negative,other
394959298025bc7fba4b9a6818907cfc,5.0,Recomendo ,-19.0,"[{'label': '5 stars', 'score': 0.5113050937652588}]",Positive,good experience
7b306fea5598d209ab36b3ef31916343,5.0,Loja que tem respeito ao cliente!,-28.0,"[{'label': '5 stars', 'score': 0.4947955906391144}]",Positive,other
08d138a502fa05af63ac4005311484f9,1.0,"A carteira é linda, porém é muito grande e for a do padrão das carteiras tradicionais.",-14.0,"[{'label': '3 stars', 'score': 0.5340886116027832}]",Neutral,other
e4ef0775ca01d0f6839f7d362041abef,5.0,"Produto chegou antes do prazo estimado. 
",-28.0,"[{'label': '1 star', 'score': 0.3656000792980194}]",Negative,other
13e6d8c97847f1b195474fab7dd73bde,5.0,OTIMO PRODUTO,-15.0,"[{'label': '5 stars', 'score': 0.3950740396976471}]",Positive,other
25de47610b1fe93d066d999828c0fe57,1.0,"Recebi somente a Grella oriental.
Não recebi as duas panelas.
",-14.0,"[{'label': '1 star', 'score': 0.47113412618637085}]",Negative,other
52f0252ece9cc6fa57f20b1f309ba1e2,5.0,Muito bom,-23.0,"[{'label': '5 stars', 'score': 0.6459388136863708}]",Positive,other
ff08c1b9090c3c3a38bf31e15e944d0d,4.0,rapida entrega,-20.0,"[{'label': '5 stars', 'score': 0.5280507206916809}]",Positive,other
b7dec0ed6498c647ddaca1006fe6240b,1.0,"O produto não foi entregue.
Mensagem da transportadora diz que ""Objeto ainda não chegou à unidade"" ",8.0,"[{'label': '1 star', 'score': 0.8155428767204285}]",Negative,late delivery
9c76544bc3be770f1d1577a923ca28c5,5.0,"Entrega correta, loja confiável muito obrigada ",-5.0,"[{'label': '5 stars', 'score': 0.5420410633087158}]",Positive,other
2aed1964a2e598f25618107fbb3aabb4,4.0,Boneca de boa qualidade matérial super resistente e muito linda! ,-16.0,"[{'label': '5 stars', 'score': 0.735355019569397}]",Positive,product quality
2909debcb57debbbdfe7034eaf7b28bc,5.0,Ótimo produto,-16.0,"[{'label': '5 stars', 'score': 0.3950740396976471}]",Positive,good experience
4ee4b8462b9a39ac1fa86e28bcc22ad3,2.0,"Comprei na cor amarelo, entregaram na cor rosa.",-2.0,"[{'label': '1 star', 'score': 0.42664283514022827}]",Negative,other
f980b4aacdad5bd8d7ff107f2dfa4a25,5.0,Recebi tudo certinho.,-6.0,"[{'label': '5 stars', 'score': 0.4603586196899414}]",Positive,other
a8ab159f82af4257ef7c239358b1221a,5.0,"Produto muito bom, veio super embalado e muito protegido!! recomendo a todos que forem comprar!!! podem comprar sem medo, que é de otima qualidade!!",-9.0,"[{'label': '5 stars', 'score': 0.7946639657020569}]",Positive,product quality
8b426ff8aa1c03dc173f1270133b408e,1.0,Marca como entregue 2 produtos....mas na realidade recebi apenas 1....Falta tapete de borboleta ,-13.0,"[{'label': '1 star', 'score': 0.49374133348464966}]",Negative,other
cbc6cfe0c05e471513a443490a332128,5.0,nunca comprei produtos pela internet essa foi a primeira vez e vou recomendar para os amigos e familiares muito grato,-19.0,"[{'label': '5 stars', 'score': 0.707167387008667}]",Positive,other
bca52ee5fc699061c5fbd5b7cb99d47a,5.0,Muito bom,-11.0,"[{'label': '5 stars', 'score': 0.6459388136863708}]",Positive,other
24e576b57793a76c299134e1c62ffa11,3.0,Produtos tem cara de falsificado. Não igual aos que tenho importados. Mais é cheiroso. ,-41.0,"[{'label': '1 star', 'score': 0.6807941794395447}]",Negative,other
627d872bac94d3a4276ebd2f708387cb,1.0,Até o momento não recebi o produto então não tenho nada a opinar.,-21.0,"[{'label': '1 star', 'score': 0.34759393334388733}]",Negative,other
2573400a7beba401684ca3eca5e38936,4.0,Meu irmão gostou muito do boné ,1.0,"[{'label': '5 stars', 'score': 0.5098876357078552}]",Positive,other
cdc165621bae221dc3a5f8788166a412,4.0,Foi rápido e os mascotes estão maravilhoso,-15.0,"[{'label': '5 stars', 'score': 0.7888731956481934}]",Positive,other
b6b375071cc968750ab3deded827b864,1.0,"Produto com qualidade inferior à esperada 
",-8.0,"[{'label': '2 stars', 'score': 0.4406452178955078}]",Negative,product quality
8b7fd198ad184563c231653673e75a7f,1.0,Eu não recebi o quadro da turma do Chaves. ,91.0,"[{'label': '1 star', 'score': 0.5234347581863403}]",Negative,other
d5a4e5577531dc95e5539e0b2bdac87d,5.0,Ótimo ,-13.0,"[{'label': '2 stars', 'score': 0.2997432351112366}]",Negative,good experience
22268b58e6b35e218f4cf7928de636e4,3.0,"Achei diferente do anunciado,mas tá valendo pelo custo benefício!",-13.0,"[{'label': '4 stars', 'score': 0.39039310812950134}]",Positive,wrong item received
5e0311cb517d342851ca3b346cd4c5ab,5.0,"Recomendo sim, chegou muito antes do prazo e ótimo produto!",-20.0,"[{'label': '5 stars', 'score': 0.6098600625991821}]",Positive,good experience
faf6aa5bf56ed187250988325e866dd6,1.0,Não recebi o produto,6.0,"[{'label': '1 star', 'score': 0.7529110908508301}]",Negative,other
12988705c14f4a1b899dcfba47f4fd49,5.0,Muito obrigado ,-15.0,"[{'label': '5 stars', 'score': 0.5587202310562134}]",Positive,other
279cc62fe9c5a9e6a7ad5a7536560944,3.0,"Estranhei o fato do produto ter sido entregue por outra empresa WG de Souza no lugar de targaryen, conforme anunciado no pedido.",-8.0,"[{'label': '1 star', 'score': 0.6968814134597778}]",Negative,other
39263e1d21c19dd12321cbdb04b3175c,3.0,Material fragil e com cheiro ruim,-14.0,"[{'label': '2 stars', 'score': 0.5021633505821228}]",Negative,product quality
be28b0f75cc73c684cc905abc8cc60c5,4.0,Gostei,-11.0,"[{'label': '5 stars', 'score': 0.42871877551078796}]",Positive,good experience
7ecfa19903fa2693cf01e180885b6235,4.0,é o que eu esperava ,-7.0,"[{'label': '5 stars', 'score': 0.49608442187309265}]",Positive,other
166a835dcb0ffdb5d917db2a93358502,1.0,"Não recebi o produto, tive que buscar nos correios, e ao chegar lá, não havia produto, apenas um envelope com uma nota fiscal, estou aguardando solução. Saiam fora, não vale a pena.",-4.0,"[{'label': '1 star', 'score': 0.8388266563415527}]",Negative,other
46a9ef8b08f32e1f040b1196a4b1fdc8,4.0,Será muito bem utilizado nas produções audiovisuais ,-25.0,"[{'label': '5 stars', 'score': 0.4407693147659302}]",Positive,other
f36e6ba50146eb8900cad146dd95e9e8,1.0,Veio procuro diferente por isso estou cancelando e pedindo devolução do dinheiro ,-13.0,"[{'label': '1 star', 'score': 0.7729972004890442}]",Negative,other
80c4a8fcf4e47aff10048cb8bdd0bee5,1.0,"Não recebi o produto até hoje, não tive o estorno feito até hoje, Não tive meus e-mails respondidos, não tive contato nem da empresa e nem da lannister, um descaso total, não recomendo comprar nada .",3.0,"[{'label': '1 star', 'score': 0.8962141871452332}]",Negative,customer service
3dae6feef971cab19fbe93fb8d14eb13,5.0,"Produto como na foto, e chegou em perfeito estado, bem protegido e bem antes do prazo. Excelente!",-19.0,"[{'label': '5 stars', 'score': 0.8204053640365601}]",Positive,good experience
eb0569e6b5aa37069775f4c0b4609104,5.0,Excelente produto e entrega antecipada.,-14.0,"[{'label': '5 stars', 'score': 0.7768454551696777}]",Positive,good experience
fb778dbecc94ac70dabbc1bf2d339e0a,3.0,"Empresa entrega dentro do que promete, no último dia do prazo, demora de mais, não encanta o cliente, pois só faz a obrigação básica.",-1.0,"[{'label': '2 stars', 'score': 0.4202743470668793}]",Negative,late delivery
6fe1a563bdf47496b8bba2d6c5149468,1.0,"tive um transtorno muito grande com relação a compra que fiz de 02 luminárias meia lua roxa, foi enviado somente 01 e depois de 40 dias prazo da entrega informaram que iram devolver o credito.",13.0,"[{'label': '1 star', 'score': 0.8189117908477783}]",Negative,other
fe200ad195ed77d67e1de3300313f170,5.0,Tudo ok,-13.0,"[{'label': '5 stars', 'score': 0.4642485976219177}]",Positive,other
bdf7a997a9edbbfbb3b06b5f13f1b23e,5.0,Produto de boa qualidade. ,-10.0,"[{'label': '5 stars', 'score': 0.45413896441459656}]",Positive,product quality
30bf87367ed2e63f68bfb5aacdae279b,5.0,Excelente atendimento!,-9.0,"[{'label': '5 stars', 'score': 0.7067359685897827}]",Positive,customer service
9f9441b89b4d44ee3cf22af52e988757,1.0,Comprei três luminárias e só chegou uma...,4.0,"[{'label': '1 star', 'score': 0.5112957954406738}]",Negative,other
bb874c45df1a3c97842d52f31efee99a,4.0,Recebi o produto. É de ótima qualidade. Só o cadeado que acompanha o produto que veio com defeito. ,-15.0,"[{'label': '2 stars', 'score': 0.3179425001144409}]",Negative,product quality
ca4ab73a0c2d4de618eb92c404e1f092,4.0,"Foi entregue antes do prazo estipulado, embora tenha apresentado problemas em um dos controles remoto. toda a fiação interna estava danificada sem condição de uso. Foi necessário reparo técnico.",-7.0,"[{'label': '1 star', 'score': 0.43775317072868347}]",Negative,packaging damage
a0d3b62390e72dcfd8fc6b29c1af0061,5.0,Muito obrigada,-3.0,"[{'label': '5 stars', 'score': 0.5592230558395386}]",Positive,other
c5150f96d11c1d73a05694fbae58f06d,5.0,"A entrega poderia ser mais rápida. Mas o produto está ok, nos conformes.",-15.0,"[{'label': '3 stars', 'score': 0.6174132227897644}]",Neutral,other
3c2efaf967ce7ac93a892e7fd066e837,5.0,Loja eficiente! ,-9.0,"[{'label': '5 stars', 'score': 0.5396027565002441}]",Positive,other
b9968318b0149a5239e1b401ffb54ace,3.0,O produto foi entregue.,-6.0,"[{'label': '4 stars', 'score': 0.32820650935173035}]",Positive,other
03b5ec589ff32d3dac9dd2f9f06496d6,5.0,"O objeto era para minha filha, ela ficou satisfeita.",-19.0,"[{'label': '4 stars', 'score': 0.47210052609443665}]",Positive,other
44ea86700a44cf863db3616415b5f9ad,1.0,"Veio faltando produto
Comprei 2 cortinas e só veio 1
Quando resolver o problema mudo minha avaliação.",-13.0,"[{'label': '1 star', 'score': 0.6099810600280762}]",Negative,other
a7576b40fc3305040c4e267a6c7edeab,5.0,Parabéns pelas metas,-10.0,"[{'label': '1 star', 'score': 0.29891425371170044}]",Negative,other
3f3bc6783bd7e2ae55ee7d50e0a855f5,5.0,"a melhor loja de departamentos .
",-21.0,"[{'label': '5 stars', 'score': 0.9168833494186401}]",Positive,other
